platform,contest_name,start_date,duration_min
LeetCode,Weekly Contest 228,2021-02-14 08:00:00,90.0
LeetCode,Weekly Contest 227,2021-02-07 08:00:00,90.0
LeetCode,Biweekly Contest 45,2021-02-06 20:00:00,90.0
LeetCode,Weekly Contest 226,2021-01-31 08:00:00,90.0
LeetCode,Weekly Contest 225,2021-01-24 08:00:00,90.0
LeetCode,Biweekly Contest 44,2021-01-23 20:00:00,90.0
LeetCode,Weekly Contest 224,2021-01-17 08:00:00,90.0
LeetCode,Weekly Contest 223,2021-01-10 08:00:00,90.0
LeetCode,Biweekly Contest 43,2021-01-09 20:00:00,90.0
LeetCode,Weekly Contest 222,2021-01-03 08:00:00,90.0
LeetCode,Weekly Contest 221,2020-12-27 08:00:00,90.0
LeetCode,Biweekly Contest 42,2020-12-26 20:00:00,90.0
LeetCode,Weekly Contest 220,2020-12-20 08:00:00,90.0
LeetCode,Weekly Contest 219,2020-12-13 08:00:00,90.0
LeetCode,Biweekly Contest 41,2020-12-12 20:00:00,90.0
LeetCode,Weekly Contest 218,2020-12-06 08:00:00,90.0
LeetCode,Weekly Contest 217,2020-11-29 08:00:00,90.0
LeetCode,Biweekly Contest 40,2020-11-28 20:00:00,90.0
LeetCode,Weekly Contest 216,2020-11-22 08:00:00,90.0
LeetCode,Weekly Contest 215,2020-11-15 08:00:00,90.0
LeetCode,Biweekly Contest 39,2020-11-14 20:00:00,90.0
LeetCode,Weekly Contest 214,2020-11-08 08:00:00,90.0
LeetCode,Weekly Contest 213,2020-11-01 08:00:00,90.0
LeetCode,Biweekly Contest 38,2020-10-31 20:00:00,90.0
LeetCode,Weekly Contest 212,2020-10-25 08:00:00,90.0
LeetCode,Weekly Contest 211,2020-10-18 08:00:00,90.0
LeetCode,Biweekly Contest 37,2020-10-17 20:00:00,90.0
LeetCode,Weekly Contest 210,2020-10-11 08:00:00,90.0
LeetCode,Weekly Contest 209,2020-10-04 08:00:00,90.0
LeetCode,Biweekly Contest 36,2020-10-03 20:00:00,90.0
LeetCode,Weekly Contest 208,2020-09-27 08:00:00,90.0
LeetCode,Weekly Contest 207,2020-09-20 08:00:00,90.0
LeetCode,Biweekly Contest 35,2020-09-19 20:00:00,90.0
LeetCode,Weekly Contest 206,2020-09-13 08:00:00,90.0
LeetCode,Weekly Contest 205,2020-09-06 08:00:00,90.0
LeetCode,Biweekly Contest 34,2020-09-05 20:00:00,90.0
LeetCode,Weekly Contest 204,2020-08-30 08:00:00,90.0
LeetCode,Weekly Contest 203,2020-08-23 08:00:00,90.0
LeetCode,Biweekly Contest 33,2020-08-22 20:00:00,90.0
LeetCode,Weekly Contest 202,2020-08-16 08:00:00,90.0
LeetCode,Weekly Contest 201,2020-08-09 08:00:00,90.0
LeetCode,Biweekly Contest 32,2020-08-08 20:00:00,90.0
LeetCode,Weekly Contest 200,2020-08-02 08:00:00,90.0
LeetCode,Weekly Contest 199,2020-07-26 08:00:00,90.0
LeetCode,Biweekly Contest 31,2020-07-25 20:00:00,90.0
LeetCode,Weekly Contest 198,2020-07-19 08:00:00,90.0
LeetCode,Weekly Contest 197,2020-07-12 08:00:00,90.0
LeetCode,Biweekly Contest 30,2020-07-11 20:00:00,90.0
LeetCode,Weekly Contest 196,2020-07-05 08:00:00,90.0
LeetCode,Weekly Contest 195,2020-06-28 08:00:00,90.0
LeetCode,Biweekly Contest 29,2020-06-27 20:00:00,90.0
LeetCode,Weekly Contest 194,2020-06-21 08:00:00,90.0
LeetCode,Weekly Contest 193,2020-06-14 08:00:00,90.0
LeetCode,Biweekly Contest 28,2020-06-13 20:00:00,90.0
LeetCode,Weekly Contest 192,2020-06-07 08:00:00,90.0
LeetCode,Weekly Contest 191,2020-05-31 08:00:00,90.0
LeetCode,Biweekly Contest 27,2020-05-30 20:00:00,90.0
LeetCode,Weekly Contest 190,2020-05-24 08:00:00,90.0
LeetCode,Weekly Contest 189,2020-05-17 08:00:00,90.0
LeetCode,Biweekly Contest 26,2020-05-16 20:00:00,90.0
LeetCode,Weekly Contest 188,2020-05-10 08:00:00,90.0
LeetCode,Weekly Contest 187,2020-05-03 08:00:00,90.0
LeetCode,Biweekly Contest 25,2020-05-02 20:00:00,90.0
LeetCode,Weekly Contest 186,2020-04-26 08:00:00,90.0
LeetCode,Weekly Contest 185,2020-04-19 08:00:00,90.0
LeetCode,Biweekly Contest 24,2020-04-18 20:00:00,90.0
LeetCode,Weekly Contest 184,2020-04-12 08:00:00,90.0
LeetCode,Weekly Contest 183,2020-04-05 08:00:00,90.0
LeetCode,Biweekly Contest 23,2020-04-04 20:00:00,90.0
LeetCode,Weekly Contest 182,2020-03-29 08:00:00,90.0
LeetCode,Weekly Contest 181,2020-03-22 08:00:00,90.0
LeetCode,Biweekly Contest 22,2020-03-21 20:00:00,90.0
LeetCode,Weekly Contest 180,2020-03-15 08:00:00,90.0
LeetCode,Weekly Contest 179,2020-03-08 08:00:00,90.0
LeetCode,Biweekly Contest 21,2020-03-07 20:00:00,90.0
LeetCode,Weekly Contest 178,2020-03-01 08:00:00,90.0
LeetCode,Weekly Contest 177,2020-02-23 08:00:00,90.0
LeetCode,Biweekly Contest 20,2020-02-22 20:00:00,90.0
LeetCode,Weekly Contest 176,2020-02-16 08:00:00,90.0
LeetCode,Weekly Contest 175,2020-02-09 08:00:00,90.0
LeetCode,Biweekly Contest 19,2020-02-08 20:00:00,90.0
LeetCode,Weekly Contest 174,2020-02-02 08:00:00,90.0
LeetCode,Weekly Contest 173,2020-01-26 08:00:00,90.0
LeetCode,Biweekly Contest 18,2020-01-25 20:00:00,90.0
LeetCode,Weekly Contest 172,2020-01-19 08:00:00,90.0
LeetCode,Weekly Contest 171,2020-01-12 08:00:00,90.0
LeetCode,Biweekly Contest 17,2020-01-11 20:00:00,90.0
LeetCode,Weekly Contest 170,2020-01-05 08:00:00,90.0
LeetCode,Weekly Contest 169,2019-12-29 08:00:00,90.0
LeetCode,Biweekly Contest 16,2019-12-28 20:00:00,90.0
LeetCode,Weekly Contest 168,2019-12-22 08:00:00,90.0
LeetCode,Weekly Contest 167,2019-12-15 08:00:00,90.0
LeetCode,Biweekly Contest 15,2019-12-14 20:00:00,90.0
LeetCode,Weekly Contest 166,2019-12-08 08:00:00,90.0
LeetCode,Weekly Contest 165,2019-12-01 08:00:00,90.0
LeetCode,Biweekly Contest 14,2019-11-30 20:00:00,90.0
LeetCode,Weekly Contest 164,2019-11-24 08:00:00,90.0
LeetCode,Weekly Contest 163,2019-11-17 08:00:00,90.0
LeetCode,Biweekly Contest 13,2019-11-16 20:00:00,90.0
LeetCode,Weekly Contest 162,2019-11-10 08:00:00,90.0
LeetCode,Weekly Contest 161,2019-11-03 08:00:00,90.0
LeetCode,Biweekly Contest 12,2019-11-02 20:00:00,90.0
LeetCode,Weekly Contest 160,2019-10-27 08:00:00,90.0
LeetCode,Weekly Contest 159,2019-10-20 08:00:00,90.0
LeetCode,Biweekly Contest 11,2019-10-19 20:00:00,90.0
LeetCode,Weekly Contest 158,2019-10-13 08:00:00,90.0
LeetCode,Weekly Contest 157,2019-10-06 08:00:00,90.0
LeetCode,Biweekly Contest 10,2019-10-05 20:00:00,90.0
LeetCode,Weekly Contest 156,2019-09-29 08:00:00,90.0
LeetCode,Weekly Contest 155,2019-09-22 08:00:00,90.0
LeetCode,Biweekly Contest 9,2019-09-21 20:00:00,90.0
LeetCode,Weekly Contest 154,2019-09-15 08:00:00,90.0
LeetCode,Weekly Contest 153,2019-09-08 08:00:00,90.0
LeetCode,Biweekly Contest 8,2019-09-07 20:00:00,90.0
LeetCode,Weekly Contest 152,2019-09-01 08:00:00,90.0
LeetCode,Weekly Contest 151,2019-08-25 08:00:00,90.0
LeetCode,Biweekly Contest 7,2019-08-24 20:00:00,90.0
LeetCode,Weekly Contest 150,2019-08-18 08:00:00,90.0
LeetCode,Weekly Contest 149,2019-08-11 08:00:00,90.0
LeetCode,Biweekly Contest 6,2019-08-10 20:00:00,90.0
LeetCode,Weekly Contest 148,2019-08-04 08:00:00,90.0
LeetCode,Weekly Contest 147,2019-07-28 08:00:00,90.0
LeetCode,Biweekly Contest 5,2019-07-27 20:00:00,90.0
LeetCode,Weekly Contest 146,2019-07-21 08:00:00,90.0
LeetCode,Weekly Contest 145,2019-07-14 08:00:00,90.0
LeetCode,Biweekly Contest 4,2019-07-13 20:00:00,90.0
LeetCode,Weekly Contest 144,2019-07-07 08:00:00,90.0
LeetCode,Weekly Contest 143,2019-06-30 08:00:00,90.0
LeetCode,Biweekly Contest 3,2019-06-29 20:00:00,90.0
LeetCode,Weekly Contest 142,2019-06-23 08:00:00,90.0
LeetCode,Weekly Contest 141,2019-06-16 08:00:00,90.0
LeetCode,Biweekly Contest 2,2019-06-15 20:00:00,90.0
LeetCode,Weekly Contest 140,2019-06-09 08:00:00,90.0
LeetCode,Weekly Contest 139,2019-06-02 08:00:00,90.0
LeetCode,Biweekly Contest 1,2019-06-01 20:00:00,120.0
LeetCode,Weekly Contest 138,2019-05-26 08:00:00,90.0
LeetCode,Weekly Contest 137,2019-05-19 08:00:00,90.0
LeetCode,Weekly Contest 136,2019-05-12 08:00:00,90.0
LeetCode,Weekly Contest 135,2019-05-05 08:00:00,90.0
LeetCode,Weekly Contest 134,2019-04-28 08:00:00,90.0
LeetCode,Weekly Contest 133,2019-04-21 08:00:00,90.0
LeetCode,Weekly Contest 132,2019-04-14 08:00:00,90.0
LeetCode,Weekly Contest 131,2019-04-07 08:00:00,90.0
LeetCode,Weekly Contest 130,2019-03-31 08:00:00,90.0
LeetCode,Weekly Contest 129,2019-03-24 07:00:00,90.0
LeetCode,Weekly Contest 128,2019-03-17 08:00:00,90.0
LeetCode,Weekly Contest 127,2019-03-10 08:00:00,90.0
LeetCode,Weekly Contest 126,2019-03-03 08:00:00,90.0
LeetCode,Weekly Contest 125,2019-02-24 08:00:00,90.0
LeetCode,Weekly Contest 124,2019-02-17 08:00:00,90.0
LeetCode,Weekly Contest 123,2019-02-10 08:00:00,90.0
LeetCode,Weekly Contest 122,2019-02-03 08:00:00,90.0
LeetCode,Weekly Contest 121,2019-01-27 08:00:00,90.0
LeetCode,Weekly Contest 120,2019-01-20 08:00:00,90.0
LeetCode,Weekly Contest 119,2019-01-13 08:00:00,90.0
LeetCode,Weekly Contest 118,2019-01-06 08:00:00,90.0
LeetCode,Weekly Contest 117,2018-12-30 08:00:00,90.0
LeetCode,Weekly Contest 116,2018-12-23 08:00:00,90.0
LeetCode,Weekly Contest 115,2018-12-16 08:00:00,90.0
LeetCode,Weekly Contest 114,2018-12-09 08:00:00,90.0
LeetCode,Weekly Contest 113,2018-12-02 08:00:00,90.0
LeetCode,Weekly Contest 112,2018-11-25 08:00:00,90.0
LeetCode,Weekly Contest 111,2018-11-18 08:00:00,90.0
LeetCode,Weekly Contest 110,2018-11-11 08:00:00,90.0
LeetCode,Weekly Contest 109,2018-11-04 07:00:00,90.0
LeetCode,Weekly Contest 108,2018-10-28 07:00:00,90.0
LeetCode,Weekly Contest 107,2018-10-21 07:00:00,90.0
LeetCode,Weekly Contest 106,2018-10-14 07:00:00,90.0
LeetCode,Weekly Contest 105,2018-10-07 07:00:00,90.0
LeetCode,Weekly Contest 104,2018-09-30 07:00:00,90.0
LeetCode,Weekly Contest 103,2018-09-23 07:00:00,90.0
LeetCode,Weekly Contest 102,2018-09-16 07:00:00,90.0
LeetCode,Weekly Contest 101,2018-09-09 07:00:00,105.0
LeetCode,Weekly Contest 100,2018-09-02 07:00:00,90.0
LeetCode,Weekly Contest 99,2018-08-26 07:00:00,90.0
LeetCode,Weekly Contest 98,2018-08-19 07:00:00,90.0
LeetCode,Weekly Contest 97,2018-08-12 07:00:00,90.0
LeetCode,Weekly Contest 96,2018-08-05 07:00:00,90.0
LeetCode,Weekly Contest 95,2018-07-29 07:00:00,90.0
LeetCode,Weekly Contest 94,2018-07-22 07:00:00,90.0
LeetCode,Weekly Contest 93,2018-07-15 07:00:00,90.0
LeetCode,Weekly Contest 92,2018-07-08 07:00:00,90.0
LeetCode,Weekly Contest 91,2018-07-01 07:00:00,90.0
LeetCode,Weekly Contest 90,2018-06-24 07:00:00,90.0
LeetCode,Weekly Contest 89,2018-06-17 07:00:00,90.0
LeetCode,Weekly Contest 88,2018-06-10 07:00:00,90.0
LeetCode,Weekly Contest 87,2018-06-03 07:00:00,90.0
LeetCode,Weekly Contest 86,2018-05-27 07:00:00,90.0
LeetCode,Weekly Contest 85,2018-05-20 07:00:00,90.0
LeetCode,Weekly Contest 84,2018-05-13 07:00:00,90.0
LeetCode,Weekly Contest 83,2018-05-06 07:00:00,90.0
LeetCode,Weekly Contest 82,2018-04-29 07:00:00,90.0
LeetCode,Weekly Contest 81,2018-04-22 07:00:00,90.0
LeetCode,Weekly Contest 80,2018-04-15 07:00:00,90.0
LeetCode,Weekly Contest 79,2018-04-08 07:00:00,90.0
LeetCode,Weekly Contest 78,2018-04-01 07:00:00,90.0
LeetCode,Weekly Contest 77,2018-03-25 07:00:00,90.0
LeetCode,Weekly Contest 76,2018-03-18 07:00:00,90.0
LeetCode,Weekly Contest 75,2018-03-11 08:00:00,90.0
LeetCode,Weekly Contest 74,2018-03-04 08:00:00,90.0
LeetCode,Weekly Contest 73,2018-02-25 08:00:00,90.0
LeetCode,Weekly Contest 72,2018-02-18 08:00:00,90.0
LeetCode,Weekly Contest 71,2018-02-11 08:00:00,90.0
LeetCode,Weekly Contest 70,2018-02-04 08:00:00,90.0
LeetCode,Weekly Contest 69,2018-01-28 08:00:00,90.0
LeetCode,Weekly Contest 68,2018-01-21 08:00:00,90.0
LeetCode,Weekly Contest 67,2018-01-14 08:00:00,90.0
LeetCode,Weekly Contest 66,2018-01-07 08:00:00,90.0
LeetCode,Weekly Contest 65,2017-12-31 08:00:00,90.0
LeetCode,Weekly Contest 64,2017-12-24 08:00:00,90.0
LeetCode,Weekly Contest 63,2017-12-17 08:00:00,90.0
LeetCode,Weekly Contest 62,2017-12-10 08:00:00,90.0
LeetCode,Weekly Contest 61,2017-12-03 08:00:00,90.0
LeetCode,Weekly Contest 60,2017-11-26 08:00:00,90.0
LeetCode,Weekly Contest 59,2017-11-19 08:00:00,90.0
LeetCode,Weekly Contest 58,2017-11-12 08:00:00,110.0
LeetCode,Weekly Contest 57,2017-11-05 07:00:00,90.0
LeetCode,Weekly Contest 56,2017-10-29 07:00:00,90.0
LeetCode,Weekly Contest 55,2017-10-22 07:00:00,90.0
LeetCode,Weekly Contest 54,2017-10-15 07:00:00,90.0
LeetCode,Weekly Contest 53,2017-10-08 07:00:00,90.0
LeetCode,Weekly Contest 52,2017-10-01 07:00:00,90.0
LeetCode,Weekly Contest 51,2017-09-24 07:00:00,90.0
LeetCode,Weekly Contest 50,2017-09-17 07:00:00,90.0
LeetCode,Weekly Contest 49,2017-09-10 07:00:00,90.0
LeetCode,Weekly Contest 48,2017-09-03 07:00:00,90.0
LeetCode,Weekly Contest 47,2017-08-27 07:00:00,90.0
LeetCode,Weekly Contest 46,2017-08-20 07:00:00,90.0
LeetCode,Weekly Contest 45,2017-08-13 07:00:00,90.0
LeetCode,Weekly Contest 44,2017-08-06 07:00:00,90.0
LeetCode,Weekly Contest 43,2017-07-30 07:00:00,90.0
LeetCode,Weekly Contest 42,2017-07-23 07:00:00,90.0
LeetCode,Weekly Contest 41,2017-07-16 07:00:00,90.0
LeetCode,Weekly Contest 40,2017-07-09 07:00:00,90.0
LeetCode,Weekly Contest 39,2017-07-02 07:00:00,90.0
LeetCode,Weekly Contest 38,2017-06-25 07:00:00,90.0
LeetCode,Weekly Contest 37,2017-06-18 07:00:00,90.0
LeetCode,Weekly Contest 36,2017-06-11 07:00:00,90.0
LeetCode,Weekly Contest 35,2017-06-04 07:00:00,90.0
LeetCode,Weekly Contest 34,2017-05-28 07:00:00,90.0
LeetCode,Weekly Contest 33,2017-05-21 07:00:00,90.0
LeetCode,Weekly Contest 32,2017-05-14 07:00:00,90.0
LeetCode,Weekly Contest 31,2017-05-07 07:00:00,90.0
LeetCode,Weekly Contest 30,2017-04-30 07:00:00,90.0
LeetCode,Weekly Contest 29,2017-04-23 07:00:00,90.0
LeetCode,Weekly Contest 28,2017-04-16 07:00:00,90.0
LeetCode,Weekly Contest 27,2017-04-09 07:00:00,90.0
LeetCode,Weekly Contest 26,2017-04-02 07:00:00,90.0
LeetCode,Weekly Contest 25,2017-03-26 07:00:00,90.0
LeetCode,Weekly Contest 24,2017-03-19 07:00:00,90.0
LeetCode,Weekly Contest 23,2017-03-12 08:00:00,105.0
LeetCode,Weekly Contest 22,2017-03-05 08:00:00,90.0
LeetCode,Weekly Contest 21,2017-02-26 08:00:00,90.0
LeetCode,Weekly Contest 20,2017-02-19 08:00:00,90.0
LeetCode,Weekly Contest 19,2017-02-12 08:00:00,100.0
LeetCode,Weekly Contest 18B,2017-02-05 08:00:00,90.0
LeetCode,Weekly Contest 18A,2017-02-04 21:00:00,90.0
LeetCode,Weekly Contest 17,2017-01-29 08:00:00,90.0
LeetCode,Weekly Contest 16B,2017-01-22 08:00:00,90.0
LeetCode,Weekly Contest 16A,2017-01-21 21:00:00,90.0
LeetCode,Weekly Contest 15,2017-01-15 08:00:00,90.0
LeetCode,Weekly Contest 14,2017-01-08 08:00:00,120.0
LeetCode,Weekly Contest 13,2016-12-18 08:00:00,120.0
LeetCode,Weekly Contest 12,2016-12-11 08:00:00,120.0
LeetCode,Weekly Contest 11,2016-12-04 08:00:00,120.0
LeetCode,Weekly Contest 10,2016-11-20 08:00:00,150.0
LeetCode,Smarking Algorithm Contest 4,2016-11-13 08:00:00,150.0
LeetCode,Smarking Algorithm Contest 3,2016-11-06 07:00:00,150.0
LeetCode,Smarking Algorithm Contest 2,2016-10-30 07:00:00,150.0
LeetCode,Smarking Algorithm Contest,2016-10-23 07:00:00,150.0
LeetCode,Weekly Contest 9,2016-10-16 07:00:00,150.0
LeetCode,Weekly Contest 8,2016-10-09 07:00:00,150.0
LeetCode,Weekly Contest 7,2016-10-02 07:00:00,150.0
LeetCode,Weekly Contest 6,2016-09-25 07:00:00,150.0
LeetCode,Weekly Contest 5,2016-09-18 07:00:00,150.0
LeetCode,Weekly Contest 4,2016-09-11 07:00:00,150.0
LeetCode,Weekly Contest 3,2016-09-04 17:30:00,150.0
LeetCode,Weekly Contest 2,2016-08-28 07:00:00,150.0
LeetCode,Warm Up Contest,2016-08-21 05:30:00,1440.0
